utt_id,method,ref,hyp,conf,wer_%,is_score,is_tier,verdict,preserved,lost,verdict_raw,source
-r0CnHLAm2k_0__70eb4d5d_00_000000_000093,hyp_vote_score,there forever and i want it to be a five star review,forever and i wanted to be around for you,0.647,58.3,1.88,2,P,sem,key,P:sem/-key,judged
-r0CnHLAm2k_0__70eb4d5d_00_000000_000093,hyp_vote_conf,there forever and i want it to be a five star review,forever and i wanted to be around for you,0.647,58.3,1.88,2,N,,,N,judged
-tf0uqDyoTw_17__b0aa8c5b_00_000000_000093,baseline,uniq all makes four,30 or by its floor the,0.3508645296096802,150.0,0.7,1,N,,,N,judged
-tf0uqDyoTw_17__b0aa8c5b_00_000000_000093,hyp_mbr,uniq all makes four,30 or by its floor the,0.431,150.0,0.7,1,N,,,N,judged
-tf0uqDyoTw_17__b0aa8c5b_00_000000_000093,hyp_vote_score,uniq all makes four,30 or by its floor the,0.519,150.0,0.7,1,N,,,N,judged
-tf0uqDyoTw_17__b0aa8c5b_00_000000_000093,hyp_vote_conf,uniq all makes four,30 or by its floor,0.527,125.0,0.7,1,N,,,N,judged
-uF--hO7H9E_3__002aea09_00_000000_000125,baseline,of the video the lego minifig uh we have,video a little bit of fun we have,0.7607451174408197,77.8,1.79,2,P,key,detail,P:key/-detail,judged
-uF--hO7H9E_3__002aea09_00_000000_000125,hyp_mbr,of the video the lego minifig uh we have,video a little bit of fun we have,0.714,77.8,1.79,2,P,struct,key,P:struct/-key,judged
-uF--hO7H9E_3__002aea09_00_000000_000125,hyp_vote_score,of the video the lego minifig uh we have,video a little bit of fun we have,0.671,77.8,1.79,2,P,struct,key,P:struct/-key,judged
-uF--hO7H9E_3__002aea09_00_000000_000125,hyp_vote_conf,of the video the lego minifig uh we have,have a little bit of fun we have,0.673,77.8,1.79,2,N,,,N,judged
-xA5xgAqj1I_1__ef5633d6_00_000000_000158,baseline,wellness is 100 in our control simply by thinking positive,is 100 in our control simply by thinking positive,0.8736162649260627,10.0,4.63,5,Y,,,Y,judged
-xA5xgAqj1I_1__ef5633d6_00_000000_000158,hyp_mbr,wellness is 100 in our control simply by thinking positive,is 100 in our control simply by thinking positive,0.818,10.0,4.63,5,Y,,,Y,judged
-xA5xgAqj1I_1__ef5633d6_00_000000_000158,hyp_vote_score,wellness is 100 in our control simply by thinking positive,is 100 in our control simply by thinking positive,0.713,10.0,4.63,5,Y,,,Y,judged
-xA5xgAqj1I_1__ef5633d6_00_000000_000158,hyp_vote_conf,wellness is 100 in our control simply by thinking positive,is 100 in our control simply by thinking positive,0.716,10.0,4.63,5,Y,,,Y,judged
-xA5xgAqj1I_4__e500e5bc_00_000000_000176,baseline,a friend of mine was recently diagnosed with and died of stage 4 breast cancer and she described,friend of mine was recently diagnosed and died of stage four breast cancer and since she described,0.8775151477140539,22.2,3.72,4,P,key+sem,detail,P:key+sem/-detail,judged
-xA5xgAqj1I_4__e500e5bc_00_000000_000176,hyp_mbr,a friend of mine was recently diagnosed with and died of stage 4 breast cancer and she described,friend of mine was recently diagnosed and died of stage four breast cancer and as she described,0.788,22.2,3.72,4,Y,,,Y,judged
-xA5xgAqj1I_4__e500e5bc_00_000000_000176,hyp_vote_score,a friend of mine was recently diagnosed with and died of stage 4 breast cancer and she described,friend of mine was recently diagnosed and died of stage four breast cancer and as she described,0.714,22.2,3.72,4,Y,,,Y,judged
-xA5xgAqj1I_4__e500e5bc_00_000000_000176,hyp_vote_conf,a friend of mine was recently diagnosed with and died of stage 4 breast cancer and she described,friend of mine was recently diagnosed and died of stage four breast cancer and as she described,0.716,22.2,3.72,4,Y,,,Y,judged
-xcETtGjLZU_3__111246a8_00_000000_000245,baseline,okay so we've got a cool little drum fill what i'm gonna do is we're gonna stick it just on the snare drum to start off with i'll play it at 16th notes and i'll start doubling up what the hands are doing and turn those into 32nd notes so we,through all we'll drop through and what i'm going to do is when i get close to the stage i'll start off with a paced 60 beats per minute and then as i start to come up with that adrenaline it'll go to 130 so,0.6300060798724493,82.4,1.85,2,N,,,N,judged
-xcETtGjLZU_3__111246a8_00_000000_000245,hyp_mbr,okay so we've got a cool little drum fill what i'm gonna do is we're gonna stick it just on the snare drum to start off with i'll play it at 16th notes and i'll start doubling up what the hands are doing and turn those into 32nd notes so we,through all we'll drop through and what i'm going to do is when i get close to the stage i'll start off with a paced 60 beats per minute and then as i start to come up with that adrenaline it'll go to 130 so,0.585,82.4,1.85,2,N,,,N,judged
-xcETtGjLZU_3__111246a8_00_000000_000245,hyp_vote_score,okay so we've got a cool little drum fill what i'm gonna do is we're gonna stick it just on the snare drum to start off with i'll play it at 16th notes and i'll start doubling up what the hands are doing and turn those into 32nd notes so we,through all we'll drop through and what i'm going to do is when i get close to the stage i'll start off with a paced 60 beats per minute and then as i start to come up with that adrenaline it'll go to 130 so,0.729,82.4,1.85,2,N,,,N,judged
-xcETtGjLZU_3__111246a8_00_000000_000245,hyp_vote_conf,okay so we've got a cool little drum fill what i'm gonna do is we're gonna stick it just on the snare drum to start off with i'll play it at 16th notes and i'll start doubling up what the hands are doing and turn those into 32nd notes so we,through all we'll drop through and what i'm going to do is when i get close to the stage i'll start off with a paced 60 beats per minute and then as i start to come up with that adrenaline it'll go to 130 so,0.729,82.4,1.85,2,N,,,N,judged
-zsS-SRsuxo_5__8f42a596_00_000000_000195,baseline,were saying and then certain examples in the support of that theory and if they have certain criticism,today and that certain examples in the support of that day if they have certain certainty,0.7417461331933737,33.3,3.26,4,P,struct,key,P:struct/-key,judged
-zsS-SRsuxo_5__8f42a596_00_000000_000195,hyp_mbr,were saying and then certain examples in the support of that theory and if they have certain criticism,today and that certain examples in the support of that day if they have certain certainty,0.65,33.3,3.26,4,P,struct,key,P:struct/-key,judged
-zsS-SRsuxo_5__8f42a596_00_000000_000195,hyp_vote_score,were saying and then certain examples in the support of that theory and if they have certain criticism,today and that certain examples in the support of that day if they have certain certainty,0.65,33.3,3.26,4,P,sem,key,P:sem/-key,judged
-zsS-SRsuxo_5__8f42a596_00_000000_000195,hyp_vote_conf,were saying and then certain examples in the support of that theory and if they have certain criticism,today and that certain examples in the support of that day if they have certain certainty,0.659,33.3,3.26,4,P,struct,key,P:struct/-key,judged
00MUdHQ7GGY_8__b1480c7a_00_000000_000194,baseline,it doesn't have a carry strap but you can put it on your shoulder pretty easily or just carry it with your hand,this is david irving he's a holocaust denier and a computer hacker who broke into the nuremberg trials,0.46768511086702347,100.0,0.81,1,N,,,N,judged
00MUdHQ7GGY_8__b1480c7a_00_000000_000194,hyp_mbr,it doesn't have a carry strap but you can put it on your shoulder pretty easily or just carry it with your hand,this is david irving he's a holocaust denier and a computer hacker who broke into the nuremberg trials,0.493,100.0,0.81,1,N,,,N,judged
00MUdHQ7GGY_8__b1480c7a_00_000000_000194,hyp_vote_score,it doesn't have a carry strap but you can put it on your shoulder pretty easily or just carry it with your hand,this is david irving he's a holocaust denier and a computer hacker who broke into the nuremberg trials,0.618,100.0,0.81,1,N,,,N,judged
00MUdHQ7GGY_8__b1480c7a_00_000000_000194,hyp_vote_conf,it doesn't have a carry strap but you can put it on your shoulder pretty easily or just carry it with your hand,this is david irving he's a holocaust denier a computer hacker who into the for trials,0.637,100.0,0.81,1,N,,,N,judged
024R53C7F8Y_6__12d15534_00_000000_000091,baseline,in the creation of these children or in the making,in the creation of these children's orders and then in the making of,0.7260559866061578,50.0,3.86,4,Y,,,Y,judged
024R53C7F8Y_6__12d15534_00_000000_000091,hyp_mbr,in the creation of these children or in the making,in the creation of these children's orders and then in the making of,0.665,50.0,3.86,4,P,struct+sem,key,P:struct+sem/-key,judged
024R53C7F8Y_6__12d15534_00_000000_000091,hyp_vote_score,in the creation of these children or in the making,in the creation of these children's orders and then in the making of,0.598,50.0,3.86,4,P,struct+key,detail,P:struct+key/-detail,judged
024R53C7F8Y_6__12d15534_00_000000_000091,hyp_vote_conf,in the creation of these children or in the making,in the creation of these children's orders then in the making of,0.608,40.0,3.86,4,P,key+struct,detail,P:key+struct/-detail,judged
03pA-kxDy7U_10__355ca5db_00_000000_000163,baseline,he is now 7 years old my third one will also be a male he is 1 years old right now his name is michael,is now seven years old my third one will also be a boy a kid is one year old right now his name is,0.8593220350642999,32.0,3.78,4,Y,,,Y,judged
03pA-kxDy7U_10__355ca5db_00_000000_000163,hyp_mbr,he is now 7 years old my third one will also be a male he is 1 years old right now his name is michael,is now seven years old my third one will also be a boy a kid is one year old right now his name is,0.752,32.0,3.78,4,P,key+sem,detail,P:key+sem/-detail,judged
03pA-kxDy7U_10__355ca5db_00_000000_000163,hyp_vote_score,he is now 7 years old my third one will also be a male he is 1 years old right now his name is michael,is now seven years old my third one will also be a boy a kid is one year old right now his name is,0.681,32.0,3.78,4,P,struct+key,detail,P:struct+key/-detail,judged
03pA-kxDy7U_10__355ca5db_00_000000_000163,hyp_vote_conf,he is now 7 years old my third one will also be a male he is 1 years old right now his name is michael,is now seven years old my third one will also be a boy kid is one year old right now his name is,0.694,28.0,3.78,4,P,key+struct,detail,P:key+struct/-detail,judged
053zL8bRFHI_4__c85adac5_00_000000_000281,baseline,joking is that it oh my gosh i thought i had so many more books on here i do have a lot more books on here i just have ones i haven't even started reading yet so anyways that's all for here,so like saying oh my gosh i think i'm in love with someone personally i don't get to be in love like i used to have once again when i was a teenager and so anyone can say it all over again,0.6102690888302666,88.1,1.3,2,N,,,N,judged
053zL8bRFHI_4__c85adac5_00_000000_000281,hyp_mbr,joking is that it oh my gosh i thought i had so many more books on here i do have a lot more books on here i just have ones i haven't even started reading yet so anyways that's all for here,so like saying oh my gosh i think i'm in love with someone personally i don't get to be in love like i used to have once again when i was a teenager and so anyone can say it all over again,0.576,88.1,1.3,2,N,,,N,judged
053zL8bRFHI_4__c85adac5_00_000000_000281,hyp_vote_score,joking is that it oh my gosh i thought i had so many more books on here i do have a lot more books on here i just have ones i haven't even started reading yet so anyways that's all for here,so like saying oh my gosh i think i'm in love with someone personally i don't get to be in love like i used to have once again when i was a teenager and so anyone can say it all over again,0.722,88.1,1.3,2,N,,,N,judged
053zL8bRFHI_4__c85adac5_00_000000_000281,hyp_vote_conf,joking is that it oh my gosh i thought i had so many more books on here i do have a lot more books on here i just have ones i haven't even started reading yet so anyways that's all for here,so like saying oh my gosh i think i'm in love with someone personally i don't get to be in love way i used to have once again when i was a teenager and so anyone can sing it all a again,0.723,88.1,1.3,2,N,,,N,judged
06t1r1TSc2U_0__cfc2b8c0_00_000000_000131,baseline,usually after lunch i'll get kind of sleepy so i'll have some iced coffee,you just have to relax sit back and enjoy life have some coffee,0.524775491311,78.6,2.14,3,P,key,detail,P:key/-detail,judged
