utt_id,ref,hyp_baseline,conf_baseline,wer_baseline,verdict_baseline,hyp_hyp_mbr,conf_hyp_mbr,wer_hyp_mbr,verdict_hyp_mbr,hyp_hyp_vote_score,conf_hyp_vote_score,wer_hyp_vote_score,verdict_hyp_vote_score,hyp_hyp_vote_conf,conf_hyp_vote_conf,wer_hyp_vote_conf,verdict_hyp_vote_conf
1I7zLFXJpxQ_0__a38c3114_00_000000_000317,pupil dilating eye drops could someday be a thing of the past thanks to a new camera that is not only smaller and more portable than other similar devices but also less expensive,pupil dilation eye drops are some day being a thing of the past thanks to a new camera that is not only smaller and more portable than other similar devices but also less expensive to,0.8554006485002381,18.2,Y,pupil dilation eye drops are some day being a thing of the past thanks to a new camera that is not only smaller and more portable than other similar devices but also less expensive to,0.779,18.2,Y,pupil dilation eye drops are some day being a thing of the past thanks to a new camera that is not only smaller and more portable than other similar devices but also less expensive to,0.696,18.2,Y,pupil dilation eye drops are some day being a thing of the past thanks to a new camera that is not only smaller and more portable than other similar devices but also less expensive to,0.698,18.2,Y
1JLF0xERKHE_0__cc2a7f27_00_000000_000186,and building out the future of the site and laying out the future of the site you really need to know what your structure is going to look like,building out you know the future of the site laying out the future site you really need to know what your structure is going to,0.8563876849412918,27.6,Y,building out you know your future of a site like out the future of site you really need to know what your structure is going to,0.714,34.5,P,building out you know the future of a site like out the future site you really need to know what your structure is going to,0.711,34.5,P,building out you know your future of the site like out the future site you really need to know what your structure is going to,0.714,34.5,P
1Mp0gRM58-s_0__bc5ab861_00_000000_000126,i think i should say welcome to the whiskey party alright you do it now it's too much pressure,i think i'll take what else was on the menu so now i'm just waiting,0.4904667059580485,84.2,N,i think i'll take what else was on the menu so now it's your turn,0.52,78.9,N,i think i'll take what else was on the menu so now i'm just waiting,0.574,84.2,N,i think could take what else was bit the menu so now i'm just to,0.575,84.2,N
1Mv8z6DPycU_0__18461b8b_00_000000_000119,i'm always open to new ideas and new things to try,i'm always open to new ideas and new things to try,0.9087084315039895,0.0,Y,i'm always open to new ideas and new things to try,0.859,0.0,Y,i'm always open to new ideas and new things to try,0.694,0.0,Y,always open to new ideas and new things to try,0.719,9.1,Y
1RkFwRhhcWQ_0__34eafb5a_00_000000_000196,do you say i wonder what six means i wonder what cups mean i wonder what flour means i know three cups of gypsum that's what,,,100.0,N,,,100.0,N,,,100.0,N,,,100.0,N
1Z9Dgc2QBvc_9__c1b78b7c_00_000000_000090,it'll work,but,0.08560729771852493,100.0,N,but,0.273,100.0,N,but,0.757,100.0,N,but,0.757,100.0,N
1a7VSPGx9wg_0__2a78f335_00_000000_000091,it's one of the secrets that i've discovered,when i was in high school i,0.3901128246049796,100.0,N,when i was in high school i,0.446,100.0,N,when i was in high school i,0.496,100.0,N,i was in to school i,0.503,100.0,P
1epQs-Djzwk_8__b6431a1b_00_000000_000359,so mr zhang mr is xian shen xian shen mr zhang is zhang xian,some mister chop mister is intention intention mister shiva is cosmic,0.6660885323177684,85.7,P,some mister chop mister is intention intention mister shiva is cosmic,0.59,85.7,P,some mister chop mister is intention intention mister shiva is cosmic,0.7,85.7,P,some mister chop mister is intention intention mister shiva is cosmic,0.706,85.7,P
1epQs-Djzwk_8__b6431a1b_01_000299_000365,nice pyramids,that is ostracized and,0.48860748670995235,200.0,N,that is ostracized and,0.491,200.0,N,that is ostracized and,0.568,200.0,N,is ostracized and,0.597,150.0,N
1fuK28XfmM0_0__763b51e1_00_000000_000239,but on a completely raw diet once i had left my produce manager's job the amount of time that i spent trying to find,on it completely wrong once i had left my predecessor's job the amount of time that i spent trying to find,0.8476854413747787,25.0,P,on a completely wrong diet once i had left my brother's manager's job the amount of time that i spent trying to find,0.789,12.5,Y,on a completely wrong once i had left my manager's job the amount of time that i spent trying to find,0.734,16.7,P,on a completely wrong once i had left my manager's job the amount of time that i spent trying to find,0.736,16.7,P
1njZd3YjoLs_15__bfeb0c19_00_000000_000271,lowered immune system and also being able to control your growing medium for your own food all of these things most of the people that i know that home,when i was 10 years old,0.3890477221769591,100.0,N,when i was 11 years old,0.415,100.0,N,when i was 11 years old,0.512,100.0,N,to i was to years old,0.514,96.6,N
1sgg5ZiyP5c_0__287ca6da_00_000000_000109,odd there are many strange places named hell on earth but no heaven,author but it's rich places like hell under earth but no one ever,0.579426191174067,69.2,P,author but it's rich places like hell under earth but no one ever,0.541,69.2,P,author but it's rich places like hell under earth but no one it,0.631,69.2,P,author but it's rich names like hell under earth but no it,0.648,69.2,P
1t3AqmrolKA_5__df1d183b_00_000000_000129,all those other things and it's also setting the base of the three dimensional chain with,little things need to understand the basics of a three dimensional chain which,0.6661122916982725,62.5,P,little things need to understand the basics of a three dimensional chain which,0.584,62.5,P,little things need to understand the basics of a three dimensional chain which,0.648,62.5,P,little things that to understand the basics of a three dimensional chain which,0.651,62.5,P
1wZuiC0RuPM_13__dd2295eb_00_000000_000169,you can just stitch that into place and that way it won't slide out,the tradition is that men play and that way they won't slide out,0.6404372235903373,50.0,P,the tradition is that men play and that way it won't slide out,0.561,42.9,P,the tradition is that men place and that way it won't slide out,0.611,35.7,P,the tradition is that the place and that way it won't slide out,0.617,35.7,P
1whXJLCrTjY_0__668dbcdc_00_000000_000075,running a marathon knocked her out,when a marathon not a sprint,0.6519113729397455,66.7,N,when a marathon not a sprint,0.597,66.7,P,when a marathon not a around,0.512,66.7,P,when a marathon not a around,0.52,66.7,P
20ZJ5BVA44k_0__ac38fc9e_00_000000_000242,return books taken from the main library to the king's manor library and vice versa unless they have been requested in that case you need to return the book to the library that you issued it from,term booked down from the main library to his local library and vice versa or at least they've been requested in that case you need to return the book to the library that you borrowed it from,0.7503633584726501,29.7,P,term booked down from the main library to his local library and vice versa or less they've been requested in that case you need to return the book to the library that you borrowed it from,0.668,27.0,P,term booked down from the main library to his local library and vice versa or less they've been requested in that case you need to return the book to the library that you borrowed it from,0.698,27.0,P,term booked down from the main library to his local library and vice versa or least they've been requested in that case you need to return the book to the library you taken it from,0.705,29.7,P
229Xe-KeP4I_0__a499a480_00_000000_000089,amateur radio call sign is k5acl,right across 18th avenue in the,0.3814690609773,100.0,N,right across 10th avenue a c e l,0.458,133.3,N,right across 10th avenue in and,0.502,100.0,N,right a c avenue e and,0.505,100.0,N
258-UzYJ62U_8__ed473d0e_00_000000_000332,you're smart enough to realize that you need a plan and i don't think that you know how to get a plan together and what you need to achieve has to have a plan,smart enough to realize that you need a plan and i don't think that you know how to get a plan together and what you need to achieve has to have a plan,0.934425384257779,2.9,P,smart enough to realize that you need a plan and i don't think that you know how to get a plan together and what you need to achieve has to have a plan,0.825,2.9,P,smart enough to realize that you need a plan and i don't think that you know how to get a plan together and what you need to achieve has to have a plan,0.71,2.9,Y,smart enough to realize that you need a plan and i don't think that you know how to with a plan together and what you need to achieve has to have a plan,0.711,5.9,P
