utt_id,display_name,ref,hyp,hyp_tagged,wer_%,wwer_%,nea_recall_%,nea_precision_%,nea_f1_%,missed_entities,semantic_sim,phonetic_sim,phonetic_matches,phonetic_near_misses,length_ratio,intelligibility_score,intelligibility_tier,intelligibility_label,context_recoverable,context_reason,llm_context_prob,llm_context_reason,failure_mode,success_pattern,topic,ref_words
0fmc81KXbB0_0__8be49586_00_000000_000099,0fmc81KXbB0_0__8be49586,i don't want to say mistakes but i will say like experiments and,i don't want to seem disrespectful,i:ok don't:ok want:ok to:ok seem:ins disrespectful:ins,69.2,78.9,25.0,33.3,28.6,"experiments, mistakes, say",0.0354,0.3462,0,1,0.462,1.262,2,Poor,False,content_destroyed,0.300,marginal,Phonetically Similar but Wrong Topic,,Education/Academic,13
0frkZPC-c0s_0__92209c63_00_000000_000113,0frkZPC-c0s_0__92209c63,photographs we know that there's a psychological benefit to doing that,photographs and we know that there's a significant benefit to doing that,photographs:ok and:ins we:rep know:rep that:rep there's:rep a:rep significant:ins benefit:rep to:rep doing:rep that:rep,18.2,38.9,83.3,83.3,83.3,psychological,0.9016,0.9091,0,0,1.091,4.310,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,11
0gWOYEjgQxQ_5__1a22a383_00_000000_000360,0gWOYEjgQxQ_5__1a22a383 - Part 1,written to me all the consultations and all of that i think that is a really important thing to do as well and i think it suits you know the first month of the year,the reason so many hold consultations in hawaii i think it's really important that they do as well and they choose the first month of the year,the:rep reason:ins so:ins many:ins hold:ins consultations:ok in:ins hawaii:ins i:rep think:rep it's:ins really:rep important:rep that:rep they:ins do:rep as:rep well:rep and:rep they:ins choose:ins the:rep first:rep month:rep of:rep the:rep year:rep,57.1,49.2,100.0,83.3,90.9,,0.6083,0.5286,0,5,0.771,3.254,4,Good,True,semantic_coherent,0.900,high_semantic_good_overlap,,Entities Preserved,Other,35
0gWOYEjgQxQ_5__1a22a383_01_000300_000422,0gWOYEjgQxQ_5__1a22a383 - Part 2,month of the year now i have made,month of the year now i have my role,month:ok of:ok the:ok year:ok now:ok i:ok have:ok my:ins role:ins,25.0,9.1,100.0,100.0,100.0,,0.7852,0.9375,0,1,1.125,4.508,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,8
0h-TRyWggeI_11__85eb5edb_00_000000_000090,0h-TRyWggeI_11__85eb5edb,louder or quieter that doesn't get synchronized because every,out in the wilderness and i said you guys just leave me,out:ins in:ins the:ins wilderness:ins and:ins i:ins said:ins you:ins guys:ins just:ins leave:ins me:ins,133.3,100.0,0.0,0.0,0.0,"louder, quieter, synchronized",-0.0219,0.1667,0,3,1.333,0.625,1,Failed,False,hallucination,0.050,hallucination,Hallucination,,Other,9
0kRnNot68TI_5__8d9329f9_00_000000_000087,0kRnNot68TI_5__8d9329f9,another girl asked what happens when you're,another grade what happened was,another:ok grade:ins what:rep happened:ins was:ins,71.4,81.8,0.0,0.0,0.0,"asked, girl, happens",0.3318,0.5000,0,3,0.714,1.750,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Technology,7
0kdyHxNTjpk_0__6c185e82_00_000000_000128,0kdyHxNTjpk_0__6c185e82,you can get electrocuted working on them that's one damn thing that's a big danger,much the year under water that's where shape gets a bit dangerous,much:ins the:ins year:ins under:ins water:ins that's:rep where:ins shape:ins gets:ins a:rep bit:ins dangerous:ins,86.7,96.2,0.0,0.0,0.0,one,0.2590,0.3333,0,6,0.800,1.359,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,DIY/Home,15
0tWV15GZsY0_2__0c2416ab_00_000000_000307,0tWV15GZsY0_2__0c2416ab,8gb of ram previous from 6gb of ram which we were saying looks like it will have 8gb of ram and also have ufs 2 1 storage,eight kickbacks to the rhyme previously from six kickerbacks a rhyme which we are saying looks like it will have eight kick backs to rhyme and also will have u f s 2 1 storage now,eight:ins kickbacks:ins to:ins the:ins rhyme:ins previously:ins from:rep six:ins kickerbacks:ins a:ins rhyme:ins which:rep we:rep are:ins saying:rep looks:rep like:rep it:rep will:rep have:rep eight:ins kick:ins backs:ins to:ins rhyme:ins and:rep also:rep will:rep have:rep u:ins f:ins s:ins 2:rep 1:rep storage:rep now:ins,77.8,63.5,33.3,28.6,30.8,"6, 8, gb, ufs",0.2197,0.7222,1,7,1.333,2.036,3,Fair,False,high_wer_low_semantic,0.300,marginal,High Error Rate,,Other,27
0v2N6w4m46s_0__964e9355_00_000000_000359,0v2N6w4m46s_0__964e9355 - Part 1,on today's the doctor is in the topic is hypertension there is no ideal blood pressure reading but there is an accepted range of normal readings and today we're going to see where ours specifically mine falls and whether or not you need to make some life decisions,today as the doctor says the topic is hypertension there is no ideal blood pressure reading but there is an accepted range of normal readings and today we'll see where our specifically mine falls and whether or not you're going to make some life changes,today:rep as:ins the:ok doctor:ok says:ins the:rep topic:rep is:rep hypertension:rep there:rep is:rep no:rep ideal:rep blood:rep pressure:rep reading:rep but:rep there:rep is:rep an:rep accepted:rep range:rep of:rep normal:rep readings:rep and:rep today:rep we'll:ins see:rep where:rep our:ins specifically:rep mine:rep falls:rep and:rep whether:rep or:rep not:rep you're:ins going:rep to:rep make:rep some:rep life:rep changes:ins,22.9,19.5,100.0,100.0,100.0,,0.9646,0.8438,0,7,0.938,4.518,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Medical/Health,48
0v2N6w4m46s_0__964e9355_01_000299_000395,0v2N6w4m46s_0__964e9355 - Part 2,and whether or not you need to make some lifestyle changes dr axel,and whether or not you're going to make some lifestyle changes not your hair,and:ok whether:ok or:ok not:ok you're:ins going:ins to:ok make:ok some:ok lifestyle:ok changes:ok not:rep your:ins hair:ins,38.5,47.8,0.0,100.0,0.0,"axel, dr",0.5370,0.8077,0,3,1.077,2.941,3,Fair,True,semantic_coherent,0.800,semantic_plus_phonetic,Accumulated Small Errors,,Other,13
0vaS51gXo6M_1__87d934d0_00_000000_000273,0vaS51gXo6M_1__87d934d0,generally speaking is to achieve our result of restoring density with a single procedure occasionally there will be a patient who needs so many hair roots transplanted that will need to divide,simply speaking is to achieve our result of the student listening with a single procedure occasionally there will be a patient who needs so many corrections because they really need to divide,simply:ins speaking:ok is:ok to:ok achieve:ok our:ok result:ok of:ok the:ins student:ins listening:ins with:rep a:rep single:rep procedure:rep occasionally:rep there:rep will:rep be:rep a:rep patient:rep who:rep needs:rep so:rep many:rep corrections:ins because:ins they:ins really:ins need:ok to:ok divide:ok,28.1,28.0,66.7,70.6,68.6,"density, generally, hair, restoring, roots, transplanted",0.4572,0.7812,0,2,1.000,3.602,4,Good,True,moderate_semantic_low_error,0.950,strong_structure_match,,Phonetically Preserved,Medical/Health,32
0yWsbNYM314_2__e848f5e0_00_000000_000259,0yWsbNYM314_2__e848f5e0,looking to the front so we were in the shoulder stand again from this position a little distance between you and the pole,looking into the front so we were eating jokes and laughter from the audience the system which you name both,looking:ok into:ins the:ok front:ok so:ok we:ok were:ok eating:ins jokes:ins and:rep laughter:ins from:rep the:rep audience:ins the:rep system:ins which:ins you:rep name:ins both:ins,65.2,68.8,22.2,22.2,22.2,"again, distance, little, pole, position, shoulder, stand",0.2523,0.4348,0,4,0.870,2.011,3,Fair,False,insufficient_signal,0.300,marginal,Accumulated Small Errors,,Other,23
0ziUE0XP1Nw_10__a4ef9395_00_000000_000226,0ziUE0XP1Nw_10__a4ef9395,this is the camera and this is it the adapter it's supposed to go on like this,it's like a hammer and that's the only way to fix the world,it's:rep like:rep a:ins hammer:ins and:ok that's:ins the:rep only:ins way:ins to:rep fix:ins the:rep world:ins,82.4,90.9,0.0,0.0,0.0,"adapter, camera, go, supposed",0.0586,0.2353,0,4,0.765,1.036,2,Poor,False,content_destroyed,0.300,marginal,Total Topic Drift,,Technology,17
10xhJGx6-kc_0__425086d0_00_000000_000090,10xhJGx6-kc_0__425086d0,those arrays that we have not declared,those are realities that we have to deal with,those:ok are:ins realities:ins that:rep we:rep have:rep to:ins deal:ins with:ins,71.4,55.6,0.0,0.0,0.0,"arrays, declared",0.1385,0.7143,0,2,1.286,1.823,2,Poor,False,high_wer_low_semantic,0.300,marginal,Phonetically Similar but Wrong Topic,,Other,7
14hw7NuQV1s_7__79db0455_00_000000_000121,14hw7NuQV1s_7__79db0455,this is the g0514x2b,the cheese into five one four eight two,the:rep cheese:ins into:ins five:ins one:ins four:ins eight:ins two:ins,200.0,85.7,0.0,0.0,0.0,g0514x2b,0.0565,0.2500,0,0,2.000,0.378,1,Failed,False,hallucination,0.050,hallucination,Hallucination,,Other,4
17Pk6nLuKI4_16__f4dbdf7c_00_000000_000360,17Pk6nLuKI4_16__f4dbdf7c - Part 1,and a leadership speaker and he's delivered more than 400 professional programs to corporate and private clients he is president of results based seminar,speaker and leadership speaker and it's given more than 400 professional programs in corporate and private clients and presidents of resorts and symposiums,speaker:rep and:rep leadership:ok speaker:ok and:ok it's:ins given:ins more:ok than:ok 400:ok professional:ok programs:ok in:ins corporate:ok and:ok private:ok clients:ok and:rep presidents:ins of:rep resorts:ins and:rep symposiums:ins,45.8,43.9,100.0,100.0,100.0,,0.7574,0.6458,0,3,0.958,3.894,4,Good,True,semantic_coherent,0.900,high_semantic_good_overlap,,Entities Preserved,Technology,24
17Pk6nLuKI4_16__f4dbdf7c_01_000300_000401,17Pk6nLuKI4_16__f4dbdf7c - Part 2,of results based seminars here in tampa,citizens of what's called space because the area is,citizens:ins of:rep what's:ins called:ins space:ins because:ins the:ins area:ins is:ins,114.3,107.1,0.0,100.0,0.0,tampa,0.0699,0.2857,0,2,1.286,0.853,1,Failed,False,hallucination,0.050,hallucination,Hallucination,,Other,7
18taJ9P7nb8_4__b449d978_00_000000_000143,18taJ9P7nb8_4__b449d978,i'm gonna put it right here right here this stuff i love,going to put it right here right here this stuff i love,going:ins to:ins put:ok it:ok right:ok here:ok right:ok here:ok this:ok stuff:ok i:ok love:ok,16.7,22.7,83.3,83.3,83.3,gon,0.9468,0.8750,0,1,1.000,4.486,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,12
1I7zLFXJpxQ_0__a38c3114_00_000000_000317,1I7zLFXJpxQ_0__a38c3114,pupil dilating eye drops could someday be a thing of the past thanks to a new camera that is not only smaller and more portable than other similar devices but also less expensive,pupil dilation eye drops are some day being a thing of the past thanks to a new camera that is not only smaller and more portable than other similar devices but also less expensive to,pupil:ok dilation:ins eye:ok drops:ok are:ins some:ins day:ins being:ins a:rep thing:rep of:rep the:rep past:rep thanks:rep to:rep a:rep new:rep camera:rep that:rep is:rep not:rep only:rep smaller:rep and:rep more:rep portable:rep than:rep other:rep similar:rep devices:rep but:rep also:rep less:rep expensive:rep to:rep,18.2,15.1,90.0,85.7,87.8,"dilating, someday",0.9744,0.9242,0,3,1.061,4.556,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Technology,33
1JLF0xERKHE_0__cc2a7f27_00_000000_000186,1JLF0xERKHE_0__cc2a7f27,and building out the future of the site and laying out the future of the site you really need to know what your structure is going to look like,building out you know the future of the site laying out the future site you really need to know what your structure is going to,building:rep out:rep you:rep know:rep the:rep future:rep of:rep the:rep site:rep laying:ok out:ok the:ok future:ok site:rep you:rep really:rep need:rep to:rep know:rep what:rep your:rep structure:rep is:rep going:rep to:rep,27.6,26.8,90.0,100.0,94.7,look,0.9351,0.7931,0,0,0.862,4.294,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,DIY/Home,29
1Mp0gRM58-s_0__bc5ab861_00_000000_000126,1Mp0gRM58-s_0__bc5ab861,i think i should say welcome to the whiskey party alright you do it now it's too much pressure,i think i'll take what else was on the menu so now i'm just waiting,i:ok think:ok i'll:ins take:ins what:ins else:ins was:ins on:ins the:rep menu:ins so:ins now:rep i'm:ins just:ins waiting:ins,84.2,80.0,20.0,25.0,22.2,"do, much, party, pressure, say, too, welcome, whiskey",0.2416,0.3421,0,5,0.789,1.639,2,Poor,False,content_destroyed,0.300,marginal,High Error Rate,,Medical/Health,19
1Mv8z6DPycU_0__18461b8b_00_000000_000119,1Mv8z6DPycU_0__18461b8b,i'm always open to new ideas and new things to try,i'm always open to new ideas and new things to try,i'm:ok always:ok open:ok to:ok new:ok ideas:ok and:ok new:ok things:ok to:ok try:ok,0.0,10.5,100.0,100.0,100.0,,1.0000,1.0000,0,0,1.000,4.921,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Other,11
1RkFwRhhcWQ_0__34eafb5a_00_000000_000196,1RkFwRhhcWQ_0__34eafb5a,do you say i wonder what six means i wonder what cups mean i wonder what flour means i know three cups of gypsum that's what,,,100.0,100.0,0.0,100.0,0.0,"six, three",0.0000,0.0000,0,0,0.000,0.000,1,Failed,False,empty_output,0.000,empty,Empty Output,,Cooking/Food,26
1Z9Dgc2QBvc_9__c1b78b7c_00_000000_000090,1Z9Dgc2QBvc_9__c1b78b7c,it'll work,but,but:ins,100.0,100.0,0.0,100.0,0.0,work,0.2111,0.0000,0,0,0.500,0.685,1,Failed,False,content_destroyed,0.100,insufficient_information,Entity Destruction,,Other,2
1a7VSPGx9wg_0__2a78f335_00_000000_000091,1a7VSPGx9wg_0__2a78f335,it's one of the secrets that i've discovered,when i was in high school i,when:ins i:ins was:ins in:ins high:ins school:ins i:ins,100.0,93.3,0.0,100.0,0.0,one,0.1932,0.2500,0,4,0.875,1.178,2,Poor,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Other,8
1epQs-Djzwk_8__b6431a1b_00_000000_000359,1epQs-Djzwk_8__b6431a1b - Part 1,so mr zhang mr is xian shen xian shen mr zhang is zhang xian,some mister chop mister is intention intention mister shiva is cosmic,some:ins mister:ins chop:ins mister:ins is:ok intention:ins intention:ins mister:ins shiva:ins is:rep cosmic:ins,85.7,95.8,0.0,0.0,0.0,"mr, shen, xian, zhang",0.2980,0.2857,0,4,0.786,1.381,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Other,14
1epQs-Djzwk_8__b6431a1b_01_000299_000365,1epQs-Djzwk_8__b6431a1b - Part 2,nice pyramids,that is ostracized and,that:ins is:ins ostracized:ins and:ins,200.0,100.0,0.0,0.0,0.0,"nice, pyramids",0.1145,0.2500,0,1,2.000,0.356,1,Failed,False,hallucination,0.050,hallucination,Hallucination,,Other,2
1fuK28XfmM0_0__763b51e1_00_000000_000239,1fuK28XfmM0_0__763b51e1,but on a completely raw diet once i had left my produce manager's job the amount of time that i spent trying to find,on it completely wrong once i had left my predecessor's job the amount of time that i spent trying to find,on:rep it:ins completely:rep wrong:ins once:rep i:rep had:rep left:rep my:rep predecessor's:ins job:rep the:rep amount:rep of:rep time:rep that:rep i:rep spent:rep trying:rep to:rep find:rep,25.0,29.7,66.7,80.0,72.7,"diet, manager, produce, raw",0.4910,0.7917,0,2,0.875,3.607,4,Good,True,moderate_semantic_low_error,0.950,strong_structure_match,,Low-Moderate WER,Other,24
1njZd3YjoLs_15__bfeb0c19_00_000000_000271,1njZd3YjoLs_15__bfeb0c19,lowered immune system and also being able to control your growing medium for your own food all of these things most of the people that i know that home,when i was 10 years old,when:ins i:rep was:ins 10:ins years:ins old:ins,100.0,97.7,0.0,0.0,0.0,"able, also, control, food, growing, home, immune, know, lowered, medium, most, own, people, system, things",0.1310,0.0517,0,1,0.207,0.404,1,Failed,False,length_mismatch,0.100,length_mismatch,Truncation,,Cooking/Food,29
1sgg5ZiyP5c_0__287ca6da_00_000000_000109,1sgg5ZiyP5c_0__287ca6da,odd there are many strange places named hell on earth but no heaven,author but it's rich places like hell under earth but no one ever,author:ins but:rep it's:ins rich:ins places:rep like:ins hell:rep under:ins earth:rep but:rep no:rep one:ins ever:ins,69.2,58.3,0.0,100.0,0.0,hell,0.4342,0.5769,0,5,1.000,2.365,3,Fair,False,insufficient_signal,0.400,partial_overlap,Entity Destruction,,Other,13
1t3AqmrolKA_5__df1d183b_00_000000_000129,1t3AqmrolKA_5__df1d183b,all those other things and it's also setting the base of the three dimensional chain with,little things need to understand the basics of a three dimensional chain which,little:ins things:rep need:ins to:ins understand:ins the:rep basics:ins of:rep a:ins three:rep dimensional:rep chain:rep which:ins,62.5,55.6,100.0,100.0,100.0,,0.7351,0.5312,0,5,0.812,3.453,4,Good,True,semantic_coherent,0.800,semantic_plus_phonetic,,Entities Preserved,Other,16
1wZuiC0RuPM_13__dd2295eb_00_000000_000169,1wZuiC0RuPM_13__dd2295eb,you can just stitch that into place and that way it won't slide out,the tradition is that men play and that way they won't slide out,the:ins tradition:ins is:ins that:rep men:ins play:ins and:rep that:rep way:rep they:ins won't:rep slide:rep out:rep,50.0,60.0,40.0,40.0,40.0,"just, place, stitch",0.2960,0.6786,0,5,0.929,2.616,3,Fair,False,insufficient_signal,0.300,marginal,Accumulated Small Errors,,Other,14
